compound_name,filename,final_nM
"Glycine betaine 1(15N), 1(13C)",230831_Smp_LabBlk_1_B,0.012485339797156157
"Glycine betaine 1(15N), 1(13C)",230831_Smp_LabBlk_1_C,0.08666385042437691
"Glycine betaine 1(15N), 1(13C)",230831_Smp_LabBlk_2_A,0.03337825700724185
"Glycine betaine 1(15N), 1(13C)",230831_Smp_LabBlk_5_C,0.01202441025569726
"Guanine 0(15N), 0(13C)",230831_Std_4uMStdsMix1InH2O_1,963.1169183444075
"Guanine 0(15N), 0(13C)",230831_Std_4uMStdsMix1InH2O_2,104.58910937929224
"Guanine 0(15N), 0(13C)",230831_Std_4uMStdsMix1InMatrix_1,20.96615374269217
"Guanine 0(15N), 0(13C)",230831_Std_4uMStdsMix1InMatrix_2,23.843309917582072
"Guanine 0(15N), 0(13C)",230831_Std_4uMStdsMix1InMatrix_3,0.04707908788927172
"Guanine 0(15N), 0(13C)",230831_Std_4uMStdsMix2InH2O_1,21675542.695431348
"Guanine 0(15N), 0(13C)",230831_Std_4uMStdsMix2InH2O_2,22618903.873826753
"Guanine 0(15N), 0(13C)",230831_Std_4uMStdsMix2InH2O_3,7314919.59282525
"Guanine 0(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_1,2223.8307448841156
"Guanine 0(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_2,2957.8220214132466
"Guanine 0(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_3,2754.5885017689457
"Guanine 0(15N), 0(13C)",230831_Std_H2OinMatrix_1,15.46682391199359
"Guanine 0(15N), 0(13C)",230831_Std_H2OinMatrix_2,13.30936050106825
"Guanine 0(15N), 0(13C)",230831_Std_H2OinMatrix_3,14.789059143691832
"Guanine 0(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full1,13.9678391196246
"Guanine 0(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full2,13.299192702208344
"Guanine 0(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full3,0.039123644198572054
"Guanine 0(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full4,12.695454028409797
"Guanine 0(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full5,13.89323007953083
"Guanine 0(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full6,11.846508667342732
"Guanine 0(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full7,11.650975541924453
"Guanine 0(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full8,12.452252119841205
"Guanine 0(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full9,13.571680110540973
"Guanine 0(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full10,13.283115226966068
"Guanine 0(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full11,14.74898854810473
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_A,0.025218416277131755
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_B,4.357966977896914
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_C,6.539510482521636
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_A,5.5893063274318475
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_B,3.3041173839066205
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_C,5.013564615635183
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_A,6.144718187290375
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_B,3.59723525308541
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_C,4.76909679913541
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_A,3.9210751780649065
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_B,4.17193580393246
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_C,4.033055954166849
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_A,7.275334218815569
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_B,19.265980762966553
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_C,0.04297914349737303
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_A,0.06335853884278607
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_B,4.207688713496862
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_C,6.776992965329525
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_A,7.575286875065152
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_B,4.093314029753198
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_C,3.4609207505778667
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_A,0.029290075817775894
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_B,5.455213684918511
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_C,3.865739194339312
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_A,6.604340991377456
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_B,60.229179764258724
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_C,4.719652446921909
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_A,3.959066658087339
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_B,3.689349583177084
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C,0.17132464939296524
"Guanine 0(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C_2ndInj,8.956209302045192
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_1_A,64.71088756064849
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_1_B,0.030325980368030372
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_1_C,4.54919607395945
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_1_C_2ndInj,0.12166094936943916
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_2_A,0.05804769322203028
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_2_B,8.865829821934835
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_2_C,13.249097449000711
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_3_A,4.739298933094137
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_3_B,5.481725812748896
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_3_C,4.431420934274358
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_4_A,4.095352855032744
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_4_B,2.9196627236512103
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_4_C,2.6400814118522535
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_5_A,1.7315480372612395
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_5_B,2.318309458777642
"Guanine 0(15N), 0(13C)",230831_Smp_LabBlk_5_C,0.014846661422114575
"Guanine 0(15N), 1(13C)",230831_Std_4uMStdsMix1InH2O_1,9.879553387455747
"Guanine 0(15N), 1(13C)",230831_Std_4uMStdsMix1InH2O_2,13.781051134614623
"Guanine 0(15N), 1(13C)",230831_Std_4uMStdsMix1InMatrix_1,0.057250178854069925
"Guanine 0(15N), 1(13C)",230831_Std_4uMStdsMix1InMatrix_2,0.09983751617724233
"Guanine 0(15N), 1(13C)",230831_Std_4uMStdsMix1InMatrix_3,0.04304424759235271
"Guanine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_1,1183212.5935303802
"Guanine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_2,1214131.554362222
"Guanine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_3,386937.53017736226
"Guanine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_1,118.07771591447133
"Guanine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_2,159.91989553900763
"Guanine 0(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_3,148.1666945495205
"Guanine 0(15N), 1(13C)",230831_Std_H2OinMatrix_1,0.5739466081742561
"Guanine 0(15N), 1(13C)",230831_Std_H2OinMatrix_2,0.6223653823255764
"Guanine 0(15N), 1(13C)",230831_Std_H2OinMatrix_3,0.5549095944780903
"Guanine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full1,0.633383062275746
"Guanine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full2,0.6159362375677446
"Guanine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full3,0.5871550113819743
"Guanine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full4,0.5125259333538597
"Guanine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full5,0.6162881551485047
"Guanine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full6,0.5448956865421388
"Guanine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full7,0.5137250095130467
"Guanine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full8,0.48452419606227215
"Guanine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full9,0.562973177763058
"Guanine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full10,0.5645934205839411
"Guanine 0(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full11,0.6855674996429763
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T0_Metab_A,0.10736372384543
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T0_Metab_B,0.09492820408366678
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T0_Metab_C,0.21229195307317514
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_A,0.06877313870475622
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_B,0.014514414077854214
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_C,0.05735689731073686
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_A,0.09370288397584658
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_C,0.05423107163160402
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_A,0.0921617994710269
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_B,0.05124976122147604
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_C,0.08381074126049844
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_A,0.2653284919054465
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_B,0.9254441730280375
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_C,0.08740539023964009
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_A,9.535108267979169
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_B,0.03773646191416732
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_C,0.03540754990994913
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_A,0.28295941979906164
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_B,0.0373902272708673
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_C,0.029101885725966878
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_A,0.043946533264269116
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_C,0.01704207161982062
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_A,0.021484213531534194
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_B,3.064629015609682
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_C,0.046261996876066046
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_A,0.03482996397378667
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_B,0.03366697472711262
"Guanine 0(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C,0.12825603651746348
"Guanine 0(15N), 1(13C)",230831_Smp_LabBlk_1_A,3.2589418329554785
"Guanine 0(15N), 1(13C)",230831_Smp_LabBlk_2_A,29.160692012561643
"Guanine 0(15N), 1(13C)",230831_Smp_LabBlk_2_B,0.29924837491154976
"Guanine 0(15N), 1(13C)",230831_Smp_LabBlk_2_C,0.5953211267890501
"Guanine 0(15N), 1(13C)",230831_Smp_LabBlk_3_A,0.10176461865422574
"Guanine 0(15N), 1(13C)",230831_Smp_LabBlk_3_C,0.10640836174703225
"Guanine 0(15N), 1(13C)",230831_Smp_LabBlk_4_A,0.016777932381759522
"Guanine 0(15N), 1(13C)",230831_Smp_LabBlk_4_B,0.013530045140807223
"Guanine 0(15N), 1(13C)",230831_Smp_LabBlk_5_C,0.012726596228792282
"Guanine 1(15N), 0(13C)",230831_Std_4uMStdsMix1InH2O_1,157.04990580311696
"Guanine 1(15N), 0(13C)",230831_Std_4uMStdsMix1InH2O_2,98.02430530366424
"Guanine 1(15N), 0(13C)",230831_Std_4uMStdsMix1InMatrix_1,0.03913959622715677
"Guanine 1(15N), 0(13C)",230831_Std_4uMStdsMix1InMatrix_2,1.6627107828353334
"Guanine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InH2O_1,389910.94296072214
"Guanine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InH2O_2,388673.97013531
"Guanine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InH2O_3,130934.16652103527
"Guanine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_1,39.542389460993306
"Guanine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_2,51.270192024096445
"Guanine 1(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_3,48.887471509538884
"Guanine 1(15N), 0(13C)",230831_Std_H2OinMatrix_1,0.07798652019258431
"Guanine 1(15N), 0(13C)",230831_Std_H2OinMatrix_2,0.14999356570051423
"Guanine 1(15N), 0(13C)",230831_Std_H2OinMatrix_3,0.12787925475083242
"Guanine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full1,0.1319705555321665
"Guanine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full2,0.24027383427762888
"Guanine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full3,0.21062258253630464
"Guanine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full4,0.09089679883504428
"Guanine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full5,0.1312826512022353
"Guanine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full6,0.18580402803464297
"Guanine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full7,0.15203545563309231
"Guanine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full8,0.08295808088200546
"Guanine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full9,0.015879440634628907
"Guanine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full10,0.1887783718747395
"Guanine 1(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full11,0.21101313005960826
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_A,0.010609374395564376
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_B,0.019633419630294552
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_C,0.027624831198279118
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_A,0.017366340403625207
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_B,0.03021284842079377
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_C,0.0714992388267947
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_A,0.020795906757396582
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_B,0.013210963439028285
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_C,0.015721082624499463
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_C,0.0118120047251042
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_A,0.22227086049079983
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_B,0.4641561075227629
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_C,0.013746595206392424
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_A,2.959558737217966
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_B,0.010777096338938636
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_C,0.027736535222745048
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_A,0.02690650687761804
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_B,0.03439151014729998
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_C,0.1775640196097763
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_A,0.03099283423612624
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_B,1.0038823478414194
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_C,0.044904367894205724
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_A,0.03133704713889807
"Guanine 1(15N), 0(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_B,0.08330686688057662
"Guanine 1(15N), 0(13C)",230831_Smp_LabBlk_1_A,1.0710567940386564
"Guanine 1(15N), 0(13C)",230831_Smp_LabBlk_2_A,9.468299079399747
"Guanine 1(15N), 0(13C)",230831_Smp_LabBlk_2_B,0.04751147515143396
"Guanine 1(15N), 0(13C)",230831_Smp_LabBlk_2_C,0.20127100072611823
"Guanine 1(15N), 0(13C)",230831_Smp_LabBlk_3_A,0.012567406515206903
"Guanine 1(15N), 0(13C)",230831_Smp_LabBlk_3_B,0.017327406191706675
"Guanine 1(15N), 0(13C)",230831_Smp_LabBlk_3_C,0.027847050607606224
"Guanine 1(15N), 0(13C)",230831_Smp_LabBlk_4_A,0.01728761366923579
"Guanine 1(15N), 0(13C)",230831_Smp_LabBlk_4_B,0.01015860255087877
"Guanine 1(15N), 0(13C)",230831_Smp_LabBlk_5_C,0.016133179032111127
"Guanine 1(15N), 1(13C)",230831_Std_4uMStdsMix1InH2O_2,1.4865876863363774
"Guanine 1(15N), 1(13C)",230831_Std_4uMStdsMix1InMatrix_2,0.16367994646832829
"Guanine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_1,27938.76618278424
"Guanine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_2,30481.831357119096
"Guanine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InH2O_3,9245.786770765517
"Guanine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_1,1.2250875810654784
"Guanine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_2,2.604352400643282
"Guanine 1(15N), 1(13C)",230831_Std_4uMStdsMix2InMatrix_3,1.970447079606153
"Guanine 1(15N), 1(13C)",230831_Std_H2OinMatrix_1,0.050487362927486866
"Guanine 1(15N), 1(13C)",230831_Std_H2OinMatrix_2,0.05920126649211697
"Guanine 1(15N), 1(13C)",230831_Std_H2OinMatrix_3,0.020468532681999045
"Guanine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full1,0.017388984090296062
"Guanine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full2,0.012502907835422544
"Guanine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full3,0.013909613377451824
"Guanine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full4,0.030643206467327773
"Guanine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full5,0.031290273713039767
"Guanine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full6,0.013576033108389765
"Guanine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full7,0.018848370213598815
"Guanine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full9,0.01507022880450521
"Guanine 1(15N), 1(13C)",230831_Poo_G5_NFEX-CatEx_Full10,0.01631209600298731
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T0_Metab_A,0.028763420707033558
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T0_Metab_B,0.019635420182529145
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_A,0.015014896168233994
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_B,0.019489691151344128
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_A,0.018146071543661036
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_NO3_Metab_B,0.01616642038863922
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_A,0.011256193745534151
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_B,0.01566132606362345
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T6_Urea_Metab_C,0.023861211173317676
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_A,0.013650137674131653
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NH4_Metab_C,0.010638068652183084
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_A,0.04871708712433973
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_B,0.017435088429361603
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_NO3_Metab_C,0.02963148288001595
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_A,0.011692439231633356
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_B,0.011854478002767406
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T12_Urea_Metab_C,0.0157077557893454
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_A,0.01568213955140436
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NH4_Metab_B,0.031724358736811786
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_NO3_Metab_B,0.011333923841172775
"Guanine 1(15N), 1(13C)",230831_Smp_G5_NFEX_T24_Urea_Metab_C,0.10623045312675984
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_1_A,0.012503381331815593
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_1_B,0.015772648626923444
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_1_C,0.07869631175387572
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_1_C_2ndInj,0.06674747203006129
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_2_A,0.2688309962185404
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_2_B,0.01519756380961887
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_3_A,0.0171166537629396
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_3_B,0.018398103676237516
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_3_C,0.013552085633085728
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_4_A,0.06239440761088521
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_4_B,0.013023344868293657
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_4_C,0.01791475445404872
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_5_A,0.016946211579478745
"Guanine 1(15N), 1(13C)",230831_Smp_LabBlk_5_B,0.015335375563323372
"Guanine 2(15N), 0(13C)",230831_Std_4uMStdsMix1InH2O_1,2.1194136510822252
"Guanine 2(15N), 0(13C)",230831_Std_4uMStdsMix1InMatrix_1,1.2089352735530554
"Guanine 2(15N), 0(13C)",230831_Std_4uMStdsMix1InMatrix_2,3.9976155958781154
"Guanine 2(15N), 0(13C)",230831_Std_4uMStdsMix1InMatrix_3,3.705758008171262
"Guanine 2(15N), 0(13C)",230831_Std_4uMStdsMix2InH2O_1,221.24871896043203
"Guanine 2(15N), 0(13C)",230831_Std_4uMStdsMix2InH2O_2,356.9697900128782
"Guanine 2(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_1,4.515498090796816
"Guanine 2(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_2,3.884148592528443
"Guanine 2(15N), 0(13C)",230831_Std_4uMStdsMix2InMatrix_3,2.548638959460095
"Guanine 2(15N), 0(13C)",230831_Std_H2OinMatrix_1,1.785847658039839
"Guanine 2(15N), 0(13C)",230831_Std_H2OinMatrix_2,1.2594051509034823
"Guanine 2(15N), 0(13C)",230831_Std_H2OinMatrix_3,3.340607295917987
"Guanine 2(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full1,1.679727788662804
"Guanine 2(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full2,4.945615239364709
"Guanine 2(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full3,0.7196521860326566
"Guanine 2(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full4,4.765285936564653
"Guanine 2(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full5,4.264299529334735
"Guanine 2(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full6,1.816734197995845
"Guanine 2(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full7,1.5262017415438769
"Guanine 2(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full8,1.4513573519199023
"Guanine 2(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full9,3.3075556921338656
"Guanine 2(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full10,1.4053854817697546
"Guanine 2(15N), 0(13C)",230831_Poo_G5_NFEX-CatEx_Full11,3.516726725124355
"Guanine 2(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_A,1.9420744422805556
"Guanine 2(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_B,5.856162541413412
"Guanine 2(15N), 0(13C)",230831_Smp_G5_NFEX_T0_Metab_C,1.736321884281993
"Guanine 2(15N), 0(13C)",230831_Smp_G5_NFEX_T6_NH4_Metab_A,2.3322258023931948
